fecha,tmax_c,tmin_c
2020-05-09,33.37,23.01
2020-05-10,35.8,22.54
2020-05-11,36.07,23.04
2020-05-12,35.95,22.7
2020-05-13,34.98,22.64
2020-05-14,31.51,23.22
2020-05-15,32.59,22.6
2020-05-16,34.81,23.15
2020-05-17,34.57,24.22
2020-05-18,34.17,24.25
2020-05-19,34.41,22.23
2020-05-20,36.59,23.14
2020-05-21,34.79,23.64
2020-05-22,33.83,24.86
2020-05-23,33.54,23.38
2020-05-24,33.24,23.48
2020-05-25,31.87,23.63
2020-05-26,33.51,23.42
2020-05-27,30.12,23.01
2020-05-28,28.95,22.3
2020-05-29,30.12,22.04
2020-05-30,31.72,21.6
2020-05-31,29.45,22.16
2020-06-01,30.15,21.61
2020-06-02,34.7,21.45
2020-06-03,35.56,21.08
2020-06-04,35.49,22.23
2020-06-05,34.47,23.02
2020-06-06,31.43,23.15
2020-06-07,31.61,23.13
2020-06-08,33.55,20.75
2020-06-09,33.87,21.19
2020-06-10,31.75,22.19
2020-06-11,32.66,21.98
2020-06-12,33.92,22.01
2020-06-13,33.91,22.74
2020-06-14,32.57,23.45
2020-06-15,30.28,22.81
2020-06-16,33.47,21.96
2020-06-17,32.67,22.67
2020-06-18,27.85,22.42
2020-06-19,31.67,21.37
2020-06-20,31.33,22.28
2020-06-21,33.44,22.26
2020-06-22,31.58,22.64
2020-06-23,33.36,22.12
2020-06-24,34.26,21.03
2020-06-25,32.68,21.01
2020-06-26,32.34,22.26
2020-06-27,32.1,21.24
2020-06-28,31.57,21.67
2020-06-29,30.87,21.32
2020-06-30,33.14,21.14
2020-07-01,32.3,21.74
2020-07-02,31.85,21.49
2020-07-03,31.81,22.15
2020-07-04,31.15,22.39
2020-07-05,32.76,21.04
2020-07-06,30.41,21.28
2020-07-07,31.4,22.07
2020-07-08,33.37,20.52
2020-07-09,32.21,22.05
2020-07-10,32.2,21.09
2020-07-11,31.67,21.83
2020-07-12,31.93,21.82
2020-07-13,32.09,22.21
2020-07-14,32.01,21.81
2020-07-15,32.97,22.11
2020-07-16,31.6,21.85
2020-07-17,32.41,21.51
2020-07-18,32.45,21.7
2020-07-19,30.81,22.51
2020-07-20,27.11,21.83
2020-07-21,27.31,21.34
2020-07-22,31.88,21.56
2020-07-23,33.0,21.85
2020-07-24,31.44,21.88
2020-07-25,33.13,21.62
2020-07-26,29.52,21.87
2020-07-27,31.12,20.89
2020-07-28,33.06,22.04
2020-07-29,32.7,22.09
2020-07-30,31.83,23.05
2020-07-31,32.57,22.05
2020-08-01,32.91,21.49
2020-08-02,33.51,21.92
2020-08-03,33.37,21.98
2020-08-04,32.53,21.94
2020-08-05,32.8,21.36
2020-08-06,29.87,22.08
2020-08-07,29.84,22.42
2020-08-08,28.49,22.23
2020-08-09,32.83,21.98
2020-08-10,29.58,22.19
2020-08-11,30.39,22.38
2020-08-12,33.11,22.28
2020-08-13,33.21,22.82
2020-08-14,36.03,22.44
2020-08-15,32.11,22.46
2020-08-16,32.24,22.65
2020-08-17,35.22,22.15
2020-08-18,32.36,22.47
2020-08-19,35.18,22.49
2020-08-20,34.15,23.26
2020-08-21,30.49,23.15
2020-08-22,32.04,22.73
2020-08-23,32.55,21.9
2020-08-24,33.15,21.86
2020-08-25,33.11,21.74
2020-08-26,31.77,22.02
2020-08-27,34.51,22.99
2020-08-28,32.69,22.65
2020-08-29,33.36,21.21
2020-08-30,35.5,20.76
2020-08-31,30.49,22.48
2020-09-01,34.97,21.62
2020-09-02,31.97,22.39
2020-09-03,33.02,21.53
2020-09-04,32.4,22.28
2020-09-05,34.14,21.89
2020-09-06,32.53,22.38
2020-09-07,31.26,22.08
2020-09-08,33.69,21.05
2020-09-09,31.05,22.86
2020-09-10,35.27,20.75
2020-09-11,34.17,22.99
2020-09-12,33.4,22.72
2020-09-13,33.27,21.49
2020-09-14,32.12,22.53
2020-09-15,33.19,21.88
2020-09-16,31.25,22.17
2020-09-17,33.69,21.52
2020-09-18,34.05,21.91
2020-09-19,33.02,22.73
2020-09-20,28.73,22.87
2020-09-21,34.74,21.48
2020-09-22,31.62,22.28
2020-09-23,31.98,22.15
2020-09-24,31.75,21.95
2020-09-25,33.46,21.0
2020-09-26,33.45,22.38
2020-09-27,33.07,22.13
2020-09-28,30.12,21.3
2020-09-29,32.05,21.66
2020-09-30,34.47,22.34
2020-10-01,29.9,22.58
2020-10-02,29.47,21.56
2020-10-03,31.54,20.32
2020-10-04,30.67,22.2
2020-10-05,29.29,21.99
2020-10-06,32.69,21.19
2020-10-07,34.39,20.98
2020-10-08,32.81,22.76
2020-10-09,31.44,22.02
2020-10-10,31.23,21.1
2020-10-11,31.55,20.72
2020-10-12,31.41,20.61
2020-10-13,32.24,21.09
2020-10-14,33.1,21.3
2020-10-15,33.32,21.07
2020-10-16,31.82,22.24
2020-10-17,31.67,21.54
2020-10-18,31.12,22.05
2020-10-19,32.15,20.73
2020-10-20,29.45,22.18
2020-10-21,29.68,21.83
2020-10-22,31.85,20.79
2020-10-23,31.72,22.64
2020-10-24,31.77,22.8
2020-10-25,32.86,22.64
2020-10-26,34.01,21.52
2020-10-27,35.19,21.48
2020-10-28,32.49,21.51
2020-10-29,31.87,21.29
2020-10-30,31.78,21.69
2020-10-31,31.67,22.8
2020-11-01,27.29,22.16
2020-11-02,31.16,21.42
2020-11-03,29.94,22.45
2020-11-04,31.45,21.87
2020-11-05,31.34,22.03
2020-11-06,33.52,21.8
2020-11-07,29.06,23.02
2020-11-08,29.16,21.97
2020-11-09,33.47,20.69
2020-11-10,29.57,22.23
2020-11-11,28.81,21.58
2020-11-12,29.8,21.53
2020-11-13,30.36,21.26
2020-11-14,30.06,21.61
2020-11-15,31.76,19.72
2020-11-16,30.57,21.54
2020-11-17,27.39,21.76
2020-11-18,27.37,20.72
2020-11-19,32.21,20.05
2020-11-20,33.39,20.81
2020-11-21,33.07,21.28
2020-11-22,31.47,22.05
2020-11-23,32.86,21.73
2020-11-24,32.4,22.22
2020-11-25,33.05,21.59
2020-11-26,32.74,21.32
2020-11-27,32.17,21.3
2020-11-28,27.31,21.64
2020-11-29,30.79,20.76
2020-11-30,32.0,21.67
2020-12-01,30.47,21.81
2020-12-02,30.52,21.7
2020-12-03,32.66,20.05
2020-12-04,32.99,18.9
2020-12-05,33.35,20.65
2020-12-06,33.11,21.48
2020-12-07,31.51,22.09
2020-12-08,32.2,21.68
2020-12-09,33.75,21.22
2020-12-10,32.66,20.96
2020-12-11,32.56,19.48
2020-12-12,32.66,19.85
2020-12-13,32.6,20.08
2020-12-14,32.76,21.19
2020-12-15,32.86,20.9
2020-12-16,33.0,21.1
2020-12-17,32.99,20.53
2020-12-18,32.37,20.67
2020-12-19,32.19,19.96
2020-12-20,32.61,19.38
2020-12-21,32.12,20.06
2020-12-22,31.24,20.86
2020-12-23,30.14,20.18
2020-12-24,30.36,19.38
2020-12-25,32.12,19.55
2020-12-26,31.51,19.07
2020-12-27,31.31,18.18
2020-12-28,31.63,19.13
2020-12-29,32.88,18.87
2020-12-30,29.24,19.08
2020-12-31,28.64,18.2
2021-01-01,28.25,18.72
2021-01-02,30.33,18.84
2021-01-03,28.96,15.95
2021-01-04,29.71,15.26
2021-01-05,30.25,17.1
2021-01-06,31.6,18.02
2021-01-07,29.73,19.56
2021-01-08,29.0,20.39
2021-01-09,28.59,19.93
2021-01-10,28.68,19.62
2021-01-11,30.78,19.86
2021-01-12,30.92,18.45
2021-01-13,31.37,18.73
2021-01-14,31.03,18.45
2021-01-15,29.99,18.99
2021-01-16,31.31,17.35
2021-01-17,30.48,17.96
2021-01-18,30.46,17.41
2021-01-19,29.15,18.32
2021-01-20,28.54,18.51
2021-01-21,30.54,18.29
2021-01-22,31.8,18.69
2021-01-23,32.12,18.66
2021-01-24,30.95,19.87
2021-01-25,30.32,18.76
2021-01-26,31.2,18.75
2021-01-27,30.46,18.71
2021-01-28,31.32,18.7
2021-01-29,31.81,17.59
2021-01-30,31.46,17.56
2021-01-31,30.47,18.45
2021-02-01,32.16,19.47
2021-02-02,32.64,18.29
2021-02-03,33.02,18.41
2021-02-04,33.07,20.73
2021-02-05,33.14,20.73
2021-02-06,31.74,19.22
2021-02-07,32.47,18.92
2021-02-08,33.11,19.13
2021-02-09,31.64,19.41
2021-02-10,31.42,17.7
2021-02-11,31.68,17.04
2021-02-12,30.3,17.84
2021-02-13,31.21,19.11
2021-02-14,29.77,19.99
2021-02-15,32.3,18.78
2021-02-16,31.58,18.99
2021-02-17,30.92,18.41
2021-02-18,31.56,17.98
2021-02-19,29.49,17.63
2021-02-20,30.19,17.91
2021-02-21,30.5,17.54
2021-02-22,31.23,18.36
2021-02-23,31.13,18.82
2021-02-24,27.78,19.24
2021-02-25,31.36,19.39
2021-02-26,30.48,19.31
2021-02-27,29.91,18.45
2021-02-28,29.4,17.68
2021-03-01,30.42,16.47
2021-03-02,31.18,14.46
2021-03-03,31.5,16.19
2021-03-04,32.32,17.79
2021-03-05,33.07,19.38
2021-03-06,30.07,20.55
2021-03-07,31.02,20.72
2021-03-08,31.61,20.04
2021-03-09,30.62,18.84
2021-03-10,31.86,18.26
2021-03-11,32.01,18.64
2021-03-12,32.15,18.88
2021-03-13,30.66,18.82
2021-03-14,31.39,20.21
2021-03-15,30.71,19.84
2021-03-16,31.27,19.42
2021-03-17,31.73,19.65
2021-03-18,32.25,19.45
2021-03-19,32.45,18.82
2021-03-20,32.73,19.33
2021-03-21,33.71,18.74
2021-03-22,33.57,19.23
2021-03-23,30.38,20.95
2021-03-24,26.83,20.69
2021-03-25,31.27,19.85
2021-03-26,31.29,18.66
2021-03-27,30.63,19.0
2021-03-28,30.84,19.76
2021-03-29,31.06,20.58
2021-03-30,32.61,20.93
2021-03-31,32.98,20.39
2021-04-01,33.31,19.78
2021-04-02,32.02,20.97
2021-04-03,35.24,20.83
2021-04-04,33.36,20.74
2021-04-05,32.94,21.92
2021-04-06,32.11,21.88
2021-04-07,34.32,20.97
2021-04-08,34.46,22.09
2021-04-09,29.15,22.31
2021-04-10,32.34,21.14
2021-04-11,32.15,21.76
2021-04-12,31.55,22.41
2021-04-13,34.19,22.31
2021-04-14,27.19,21.73
2021-04-15,33.19,21.3
2021-04-16,35.22,22.32
2021-04-17,34.12,22.67
2021-04-18,33.37,21.74
2021-04-19,34.53,20.46
2021-04-20,33.45,20.77
2021-04-21,34.63,19.59
2021-04-22,35.27,19.63
2021-04-23,35.51,20.85
2021-04-24,35.55,21.47
2021-04-25,35.31,21.04
2021-04-26,34.21,21.14
2021-04-27,33.9,21.51
2021-04-28,31.47,21.69
2021-04-29,24.76,20.24
2021-04-30,30.97,19.43
2021-05-01,34.22,20.51
2021-05-02,27.5,21.98
2021-05-03,32.74,21.47
2021-05-04,31.21,20.88
2021-05-05,29.49,21.4
2021-05-06,27.66,21.53
2021-05-07,27.42,21.43
2021-05-08,28.76,21.15
2021-05-09,31.36,21.61
2021-05-10,34.47,21.94
2021-05-11,34.6,21.71
2021-05-12,34.5,22.17
2021-05-13,34.79,20.91
2021-05-14,34.14,21.47
2021-05-15,34.94,21.69
2021-05-16,33.54,22.39
2021-05-17,34.25,23.29
2021-05-18,27.98,22.56
2021-05-19,31.44,21.13
2021-05-20,34.64,22.86
2021-05-21,34.9,23.38
2021-05-22,33.6,23.16
2021-05-23,34.59,23.26
2021-05-24,33.01,23.55
2021-05-25,35.37,22.71
2021-05-26,34.36,22.04
2021-05-27,31.38,22.57
2021-05-28,33.85,22.31
2021-05-29,33.69,21.94
2021-05-30,34.39,20.61
2021-05-31,33.87,22.37
2021-06-01,29.87,22.7
2021-06-02,29.29,22.36
2021-06-03,32.43,21.69
2021-06-04,33.95,22.18
2021-06-05,29.86,23.37
2021-06-06,31.78,22.53
2021-06-07,33.56,22.01
2021-06-08,31.04,21.03
2021-06-09,31.4,22.02
2021-06-10,32.92,20.88
2021-06-11,32.61,22.08
2021-06-12,34.01,22.26
2021-06-13,33.51,23.05
2021-06-14,34.06,22.27
2021-06-15,34.04,22.36
2021-06-16,30.61,21.75
2021-06-17,32.34,21.43
2021-06-18,31.91,22.49
2021-06-19,32.91,22.28
2021-06-20,31.38,22.93
2021-06-21,33.57,22.5
2021-06-22,33.53,21.23
2021-06-23,32.85,21.79
2021-06-24,29.23,22.03
2021-06-25,31.12,21.51
2021-06-26,29.95,22.35
2021-06-27,32.14,22.04
2021-06-28,32.85,22.59
2021-06-29,32.79,22.68
2021-06-30,27.84,21.52
2021-07-01,34.09,19.73
2021-07-02,29.18,21.17
2021-07-03,30.94,21.3
2021-07-04,32.39,20.99
2021-07-05,32.59,20.78
2021-07-06,32.88,21.63
2021-07-07,32.39,22.29
2021-07-08,33.44,22.59
2021-07-09,31.96,22.05
2021-07-10,32.9,21.92
2021-07-11,32.57,22.49
2021-07-12,30.99,22.76
2021-07-13,34.18,22.26
2021-07-14,33.23,21.78
2021-07-15,33.98,22.07
2021-07-16,32.74,22.44
2021-07-17,34.65,21.89
2021-07-18,33.67,20.23
2021-07-19,31.7,23.17
2021-07-20,33.18,22.2
2021-07-21,33.25,22.9
2021-07-22,33.47,22.82
2021-07-23,30.54,23.14
2021-07-24,30.37,23.05
2021-07-25,29.96,22.17
2021-07-26,33.07,21.53
2021-07-27,34.26,22.07
2021-07-28,30.07,22.27
2021-07-29,30.75,21.89
2021-07-30,33.77,21.71
2021-07-31,33.76,22.26
2021-08-01,31.79,22.4
2021-08-02,30.39,22.22
2021-08-03,31.78,21.46
2021-08-04,31.89,20.37
2021-08-05,32.74,21.69
2021-08-06,32.13,22.22
2021-08-07,32.83,22.08
2021-08-08,34.76,21.81
2021-08-09,33.39,20.92
2021-08-10,30.4,22.94
2021-08-11,33.19,22.12
2021-08-12,30.78,21.71
2021-08-13,34.31,22.23
2021-08-14,28.14,22.19
2021-08-15,33.97,20.53
2021-08-16,33.45,21.85
2021-08-17,34.53,22.49
2021-08-18,27.97,22.91
2021-08-19,32.23,22.26
2021-08-20,32.3,21.61
2021-08-21,33.47,22.33
2021-08-22,33.83,22.36
2021-08-23,34.2,22.59
2021-08-24,29.81,22.5
2021-08-25,32.8,21.88
2021-08-26,31.51,23.27
2021-08-27,36.36,20.75
2021-08-28,31.48,22.32
2021-08-29,31.87,22.51
2021-08-30,31.18,22.11
2021-08-31,34.34,21.28
2021-09-01,34.11,23.54
2021-09-02,33.31,23.45
2021-09-03,35.37,22.41
2021-09-04,31.97,22.63
2021-09-05,33.31,22.56
2021-09-06,32.66,22.82
2021-09-07,32.62,22.71
2021-09-08,32.58,23.02
2021-09-09,32.23,23.34
2021-09-10,31.85,22.86
2021-09-11,32.49,22.92
2021-09-12,33.16,21.64
2021-09-13,34.9,22.17
2021-09-14,34.95,21.72
2021-09-15,34.47,23.05
2021-09-16,31.17,23.44
2021-09-17,32.1,22.77
2021-09-18,33.02,22.78
2021-09-19,30.33,22.46
2021-09-20,33.09,22.12
2021-09-21,31.8,22.87
2021-09-22,29.94,22.23
2021-09-23,34.31,21.7
2021-09-24,31.55,22.91
2021-09-25,33.39,22.27
2021-09-26,33.55,22.01
2021-09-27,30.72,23.91
2021-09-28,33.11,22.06
2021-09-29,32.97,21.84
2021-09-30,33.16,21.82
2021-10-01,32.55,21.68
2021-10-02,33.16,22.1
2021-10-03,34.08,22.51
2021-10-04,32.42,23.14
2021-10-05,32.12,23.16
2021-10-06,33.11,23.12
2021-10-07,36.3,22.03
2021-10-08,30.33,22.67
2021-10-09,34.08,21.04
2021-10-10,32.56,20.53
2021-10-11,31.42,22.24
2021-10-12,30.85,22.52
2021-10-13,33.73,21.55
2021-10-14,31.04,22.78
2021-10-15,34.87,22.23
2021-10-16,32.95,23.0
2021-10-17,34.08,22.03
2021-10-18,34.88,22.58
2021-10-19,32.64,23.07
2021-10-20,31.15,21.95
2021-10-21,34.14,22.19
2021-10-22,32.43,22.87
2021-10-23,33.04,22.42
2021-10-24,32.57,22.23
2021-10-25,33.25,20.83
2021-10-26,32.1,22.07
2021-10-27,28.06,21.78
2021-10-28,31.46,21.28
2021-10-29,31.51,22.31
2021-10-30,28.14,22.03
2021-10-31,30.09,20.86
2021-11-01,31.36,21.37
2021-11-02,31.5,20.55
2021-11-03,33.36,20.38
2021-11-04,33.64,21.96
2021-11-05,34.35,20.94
2021-11-06,34.19,21.41
2021-11-07,33.99,22.47
2021-11-08,34.72,22.38
2021-11-09,33.97,21.76
2021-11-10,33.81,20.46
2021-11-11,32.9,19.7
2021-11-12,33.7,20.71
2021-11-13,34.41,20.93
2021-11-14,34.31,21.46
2021-11-15,34.09,20.67
2021-11-16,33.69,20.98
2021-11-17,32.79,19.13
2021-11-18,33.2,20.47
2021-11-19,33.9,20.5
2021-11-20,34.0,21.35
2021-11-21,33.15,21.58
2021-11-22,32.8,21.8
2021-11-23,31.86,22.02
2021-11-24,30.06,22.35
2021-11-25,29.68,21.73
2021-11-26,30.94,21.37
2021-11-27,32.37,21.36
2021-11-28,33.2,21.52
2021-11-29,32.3,21.91
2021-11-30,32.88,20.94
2021-12-01,34.33,19.54
2021-12-02,30.37,21.12
2021-12-03,32.05,20.22
2021-12-04,33.03,20.28
2021-12-05,33.48,21.01
2021-12-06,32.51,20.78
2021-12-07,32.21,20.74
2021-12-08,32.84,19.74
2021-12-09,32.4,19.97
2021-12-10,32.39,19.83
2021-12-11,32.8,19.14
2021-12-12,32.91,18.9
2021-12-13,31.96,19.61
2021-12-14,30.23,20.36
2021-12-15,31.8,20.53
2021-12-16,32.18,20.49
2021-12-17,32.05,20.45
2021-12-18,32.32,19.8
2021-12-19,30.79,20.9
2021-12-20,31.73,19.73
2021-12-21,32.16,20.69
2021-12-22,32.25,21.7
2021-12-23,32.29,21.83
2021-12-24,33.69,21.27
2021-12-25,33.52,20.04
2021-12-26,33.7,20.35
2021-12-27,32.51,20.12
2021-12-28,33.11,18.74
2021-12-29,32.11,20.52
2021-12-30,32.25,18.97
2021-12-31,32.26,19.51
2022-01-01,32.55,18.92
2022-01-02,32.89,18.57
2022-01-03,31.91,17.71
2022-01-04,31.81,18.94
2022-01-05,31.51,18.36
2022-01-06,32.65,18.34
2022-01-07,33.02,17.38
2022-01-08,31.35,19.1
2022-01-09,30.26,18.51
2022-01-10,30.47,18.44
2022-01-11,31.8,19.11
2022-01-12,32.25,18.06
2022-01-13,32.72,18.8
2022-01-14,32.55,18.64
2022-01-15,33.71,18.9
2022-01-16,33.32,19.59
2022-01-17,32.14,20.7
2022-01-18,32.94,19.22
2022-01-19,32.59,18.85
2022-01-20,33.22,20.12
2022-01-21,33.49,18.97
2022-01-22,32.74,20.14
2022-01-23,33.22,17.91
2022-01-24,32.6,18.38
2022-01-25,34.15,19.26
2022-01-26,33.8,19.24
2022-01-27,33.15,17.69
2022-01-28,33.55,19.08
2022-01-29,34.27,19.15
2022-01-30,32.04,17.54
2022-01-31,33.22,17.19
2022-02-01,32.67,19.62
2022-02-02,33.28,19.98
2022-02-03,34.15,19.84
2022-02-04,29.45,20.17
2022-02-05,31.87,18.22
2022-02-06,30.86,19.43
2022-02-07,33.24,20.2
2022-02-08,32.26,21.09
2022-02-09,32.51,20.83
2022-02-10,33.47,19.49
2022-02-11,32.57,19.1
2022-02-12,32.98,19.04
2022-02-13,33.73,18.25
2022-02-14,33.29,18.82
2022-02-15,32.78,17.95
2022-02-16,31.66,18.33
2022-02-17,31.88,19.42
2022-02-18,31.65,18.47
2022-02-19,33.38,19.18
2022-02-20,32.38,17.91
2022-02-21,31.7,18.11
2022-02-22,32.33,18.7
2022-02-23,32.41,18.71
2022-02-24,32.05,18.72
2022-02-25,33.32,18.4
2022-02-26,30.68,18.97
2022-02-27,31.16,20.69
2022-02-28,32.25,21.08
2022-03-01,32.43,20.95
2022-03-02,33.95,21.18
2022-03-03,34.18,21.15
2022-03-04,34.34,20.3
2022-03-05,34.23,20.49
2022-03-06,33.61,19.74
2022-03-07,32.72,18.81
2022-03-08,33.07,18.93
2022-03-09,31.35,19.88
2022-03-10,31.69,20.36
2022-03-11,32.58,21.01
2022-03-12,30.67,20.44
2022-03-13,32.1,19.82
2022-03-14,32.28,18.14
2022-03-15,31.32,18.33
2022-03-16,29.97,19.28
2022-03-17,33.07,19.82
2022-03-18,32.64,18.79
2022-03-19,33.14,19.84
2022-03-20,33.85,20.02
2022-03-21,33.56,19.99
2022-03-22,33.98,19.23
2022-03-23,34.28,19.0
2022-03-24,34.53,19.08
2022-03-25,33.79,19.73
2022-03-26,34.36,20.75
2022-03-27,34.82,21.23
2022-03-28,33.24,20.66
2022-03-29,33.82,20.28
2022-03-30,32.89,20.65
2022-03-31,34.63,19.24
2022-04-01,34.31,20.42
2022-04-02,35.06,20.86
2022-04-03,34.77,20.84
2022-04-04,34.31,21.26
2022-04-05,34.63,21.05
2022-04-06,33.71,21.35
2022-04-07,33.93,21.81
2022-04-08,35.37,21.18
2022-04-09,34.25,21.03
2022-04-10,35.57,20.28
2022-04-11,35.41,21.54
2022-04-12,34.24,21.09
2022-04-13,34.8,20.37
2022-04-14,33.93,20.65
2022-04-15,33.19,21.74
2022-04-16,32.37,22.39
2022-04-17,30.05,21.91
2022-04-18,29.08,21.8
2022-04-19,31.67,22.11
2022-04-20,32.2,22.1
2022-04-21,33.74,21.11
2022-04-22,31.0,21.53
2022-04-23,32.86,20.09
2022-04-24,32.92,20.46
2022-04-25,32.62,21.47
2022-04-26,29.01,21.73
2022-04-27,31.59,21.19
2022-04-28,31.48,21.7
2022-04-29,31.16,21.91
2022-04-30,30.86,21.84
2022-05-01,33.09,21.83
2022-05-02,34.28,21.94
2022-05-03,35.5,22.37
2022-05-04,35.48,22.22
2022-05-05,33.66,22.94
2022-05-06,32.68,22.68
2022-05-07,32.3,22.23
2022-05-08,32.55,21.69
2022-05-09,31.84,21.53
2022-05-10,30.96,22.56
2022-05-11,29.91,22.6
2022-05-12,32.78,22.65
2022-05-13,33.17,22.64
2022-05-14,32.25,22.86
2022-05-15,34.67,22.87
2022-05-16,33.95,22.86
2022-05-17,34.54,22.32
2022-05-18,29.59,23.6
2022-05-19,31.48,22.59
2022-05-20,34.43,22.2
2022-05-21,35.51,21.91
2022-05-22,34.36,21.34
2022-05-23,32.48,22.18
2022-05-24,33.31,21.86
2022-05-25,31.52,22.66
2022-05-26,29.06,22.49
2022-05-27,29.92,21.55
2022-05-28,33.74,20.67
2022-05-29,34.29,21.86
2022-05-30,35.41,21.94
2022-05-31,35.52,22.22
2022-06-01,34.49,21.0
2022-06-02,33.77,21.63
2022-06-03,32.29,22.45
2022-06-04,30.5,22.66
2022-06-05,28.24,21.99
2022-06-06,33.44,20.58
2022-06-07,34.16,22.68
2022-06-08,31.38,22.62
2022-06-09,32.13,22.01
2022-06-10,33.51,21.5
2022-06-11,32.16,22.56
2022-06-12,27.95,21.45
2022-06-13,29.91,20.26
2022-06-14,31.48,20.93
2022-06-15,32.75,21.05
2022-06-16,32.36,22.27
2022-06-17,32.44,22.31
2022-06-18,32.92,22.5
2022-06-19,32.03,22.0
2022-06-20,32.84,21.67
2022-06-21,32.44,21.01
2022-06-22,33.21,20.88
2022-06-23,32.95,22.3
2022-06-24,31.68,22.79
2022-06-25,26.96,22.23
2022-06-26,29.21,20.99
2022-06-27,32.13,20.34
2022-06-28,28.16,21.05
2022-06-29,27.65,20.35
2022-06-30,28.66,20.64
2022-07-01,30.74,19.96
2022-07-02,29.75,20.88
2022-07-03,31.01,21.19
2022-07-04,32.16,21.33
2022-07-05,30.94,21.52
2022-07-06,29.43,21.35
2022-07-07,31.03,21.57
2022-07-08,30.11,21.42
2022-07-09,31.88,20.98
2022-07-10,31.03,21.5
2022-07-11,29.39,21.91
2022-07-12,31.45,21.26
2022-07-13,33.8,20.17
2022-07-14,34.2,20.84
2022-07-15,33.94,20.09
2022-07-16,32.94,21.72
2022-07-17,32.89,21.77
2022-07-18,32.68,21.94
2022-07-19,32.15,22.0
2022-07-20,30.92,21.54
2022-07-21,31.08,21.08
2022-07-22,32.2,22.12
2022-07-23,34.14,21.41
2022-07-24,33.92,20.59
2022-07-25,32.55,22.65
2022-07-26,28.08,22.17
2022-07-27,31.95,20.68
2022-07-28,30.0,21.9
2022-07-29,28.1,20.97
2022-07-30,32.41,20.8
2022-07-31,30.31,21.69
2022-08-01,32.19,21.47
2022-08-02,31.97,20.89
2022-08-03,30.25,21.65
2022-08-04,31.91,20.84
2022-08-05,31.87,21.69
2022-08-06,29.63,22.38
2022-08-07,31.53,21.41
2022-08-08,33.58,21.63
2022-08-09,32.97,21.7
2022-08-10,28.54,21.56
2022-08-11,32.59,19.78
2022-08-12,28.62,21.45
2022-08-13,30.97,21.87
2022-08-14,28.71,21.24
2022-08-15,30.96,20.77
2022-08-16,32.74,21.03
2022-08-17,34.43,22.3
2022-08-18,35.39,20.65
2022-08-19,34.03,21.9
2022-08-20,27.39,22.19
2022-08-21,31.36,20.7
2022-08-22,30.11,21.23
2022-08-23,32.94,20.96
2022-08-24,31.44,20.88
2022-08-25,33.59,20.46
2022-08-26,31.57,22.06
2022-08-27,31.09,21.47
2022-08-28,31.97,20.85
2022-08-29,29.6,21.52
2022-08-30,31.84,21.27
2022-08-31,33.24,20.0
2022-09-01,33.95,21.71
2022-09-02,34.94,21.92
2022-09-03,33.0,22.52
2022-09-04,32.16,21.93
2022-09-05,34.05,21.31
2022-09-06,31.12,22.09
2022-09-07,33.9,21.59
2022-09-08,34.31,21.67
2022-09-09,33.47,22.35
2022-09-10,32.47,23.01
2022-09-11,32.84,22.72
2022-09-12,30.87,23.0
2022-09-13,32.74,21.75
2022-09-14,32.31,21.93
2022-09-15,31.57,22.58
2022-09-16,33.02,21.89
2022-09-17,29.55,22.27
2022-09-18,34.14,21.06
2022-09-19,30.99,21.83
2022-09-20,28.94,22.0
2022-09-21,32.17,21.39
2022-09-22,30.27,20.26
2022-09-23,33.45,19.1
2022-09-24,30.16,22.32
2022-09-25,29.85,21.46
2022-09-26,31.05,21.69
2022-09-27,30.01,22.03
2022-09-28,34.37,21.83
2022-09-29,30.17,21.94
2022-09-30,27.21,21.55
2022-10-01,33.01,20.11
2022-10-02,29.88,20.38
2022-10-03,32.41,19.92
2022-10-04,32.68,21.58
2022-10-05,33.66,22.32
2022-10-06,28.58,22.41
2022-10-07,31.4,21.04
2022-10-08,31.22,22.32
2022-10-09,28.24,21.93
2022-10-10,32.94,20.82
2022-10-11,31.34,22.13
2022-10-12,27.64,22.28
2022-10-13,28.5,21.42
2022-10-14,33.32,20.9
2022-10-15,33.88,21.22
2022-10-16,32.09,22.67
2022-10-17,32.64,22.33
2022-10-18,29.93,22.72
2022-10-19,32.18,22.2
2022-10-20,32.47,22.24
2022-10-21,33.44,22.25
2022-10-22,31.45,21.88
2022-10-23,34.21,22.02
2022-10-24,34.67,22.58
2022-10-25,35.84,22.24
2022-10-26,29.16,22.7
2022-10-27,30.49,21.96
2022-10-28,33.31,21.29
2022-10-29,31.14,21.41
2022-10-30,31.02,21.06
2022-10-31,29.91,21.25
2022-11-01,32.21,21.56
2022-11-02,30.21,21.9
2022-11-03,32.77,20.24
2022-11-04,32.57,21.41
2022-11-05,26.95,21.04
2022-11-06,32.44,20.61
2022-11-07,29.6,21.64
2022-11-08,26.96,21.46
2022-11-09,29.36,20.78
2022-11-10,32.01,19.89
2022-11-11,30.87,19.6
2022-11-12,29.01,21.18
2022-11-13,29.5,21.25
2022-11-14,31.02,21.37
2022-11-15,30.95,21.2
2022-11-16,30.65,21.88
2022-11-17,26.1,21.38
2022-11-18,29.16,20.72
2022-11-19,32.12,21.65
2022-11-20,32.76,21.15
2022-11-21,32.5,20.48
2022-11-22,32.04,20.0
2022-11-23,31.88,20.52
2022-11-24,30.53,21.18
2022-11-25,31.66,21.11
2022-11-26,31.88,21.4
