fecha,tmax_c,tmin_c
2022-11-27,30.26,21.67
2022-11-28,31.22,20.87
2022-11-29,29.67,20.84
2022-11-30,30.96,19.54
2022-12-01,30.63,18.73
2022-12-02,30.0,19.33
2022-12-03,31.27,19.49
2022-12-04,31.22,19.77
2022-12-05,30.85,18.76
2022-12-06,30.72,17.42
2022-12-07,31.05,16.98
2022-12-08,30.47,18.53
2022-12-09,31.71,18.43
2022-12-10,31.86,19.27
2022-12-11,30.64,18.86
2022-12-12,32.12,19.44
2022-12-13,31.72,19.4
2022-12-14,31.76,21.05
2022-12-15,31.83,20.51
2022-12-16,32.13,20.45
2022-12-17,32.0,19.79
2022-12-18,32.07,18.78
2022-12-19,30.22,20.25
2022-12-20,32.36,18.26
2022-12-21,32.58,19.91
2022-12-22,32.3,19.34
2022-12-23,32.05,19.46
2022-12-24,31.61,18.51
2022-12-25,30.97,18.23
2022-12-26,32.02,18.49
2022-12-27,32.9,19.73
2022-12-28,32.19,20.1
2022-12-29,32.3,19.39
2022-12-30,32.82,19.27
2022-12-31,33.19,19.9
2023-01-01,32.88,20.18
2023-01-02,32.72,19.05
2023-01-03,31.38,19.26
2023-01-04,31.3,19.06
2023-01-05,31.75,19.06
2023-01-06,31.6,20.15
2023-01-07,30.97,20.32
2023-01-08,29.93,21.22
2023-01-09,31.4,21.05
2023-01-10,32.35,20.57
2023-01-11,32.38,19.95
2023-01-12,31.96,19.78
2023-01-13,32.3,20.25
2023-01-14,33.49,20.42
2023-01-15,33.43,19.11
2023-01-16,32.52,18.78
2023-01-17,32.3,19.19
2023-01-18,32.5,19.47
2023-01-19,32.22,19.08
2023-01-20,30.54,18.83
2023-01-21,29.41,19.52
2023-01-22,29.19,18.44
2023-01-23,31.41,18.5
2023-01-24,30.26,20.08
2023-01-25,30.93,18.31
2023-01-26,31.12,18.28
2023-01-27,30.08,18.0
2023-01-28,30.82,16.18
2023-01-29,30.41,16.94
2023-01-30,30.67,17.42
2023-01-31,29.18,16.35
2023-02-01,29.68,16.47
2023-02-02,30.5,16.88
2023-02-03,31.34,16.85
2023-02-04,31.38,19.11
2023-02-05,31.21,20.13
2023-02-06,31.37,20.37
2023-02-07,30.11,20.1
2023-02-08,31.04,19.68
2023-02-09,30.9,19.77
2023-02-10,31.54,19.35
2023-02-11,31.82,19.23
2023-02-12,31.86,19.5
2023-02-13,32.88,19.77
2023-02-14,32.52,20.05
2023-02-15,32.94,20.1
2023-02-16,31.95,18.8
2023-02-17,32.08,17.58
2023-02-18,31.51,17.19
2023-02-19,32.46,15.87
2023-02-20,32.14,17.97
2023-02-21,33.19,16.97
2023-02-22,33.16,17.31
2023-02-23,32.47,17.56
2023-02-24,30.96,18.65
2023-02-25,33.17,18.25
2023-02-26,33.17,18.44
2023-02-27,34.15,18.15
2023-02-28,33.3,19.16
2023-03-01,34.34,20.51
2023-03-02,34.24,19.62
2023-03-03,33.73,19.56
2023-03-04,34.27,20.38
2023-03-05,34.05,20.08
2023-03-06,33.61,19.77
2023-03-07,33.87,19.89
2023-03-08,33.55,20.13
2023-03-09,31.88,21.29
2023-03-10,31.37,20.86
2023-03-11,31.82,19.67
2023-03-12,32.27,20.83
2023-03-13,33.75,20.48
2023-03-14,33.09,19.91
2023-03-15,34.0,18.26
2023-03-16,36.32,18.47
2023-03-17,34.16,19.91
2023-03-18,33.43,18.98
2023-03-19,34.1,18.21
2023-03-20,33.78,17.48
2023-03-21,33.11,19.06
2023-03-22,32.9,18.52
2023-03-23,32.96,19.31
2023-03-24,34.35,18.85
2023-03-25,33.55,18.88
2023-03-26,33.33,19.69
2023-03-27,33.1,19.12
2023-03-28,33.31,19.29
2023-03-29,33.52,19.57
2023-03-30,34.12,18.52
2023-03-31,33.21,19.86
2023-04-01,32.58,19.94
2023-04-02,33.16,20.44
2023-04-03,34.89,20.27
2023-04-04,34.41,20.47
2023-04-05,33.98,20.2
2023-04-06,31.65,20.73
2023-04-07,30.27,20.11
2023-04-08,29.54,20.45
2023-04-09,32.34,20.23
2023-04-10,35.84,21.45
2023-04-11,35.23,22.27
2023-04-12,33.86,22.2
2023-04-13,36.3,20.16
2023-04-14,35.19,19.82
2023-04-15,36.39,19.9
2023-04-16,33.36,21.19
2023-04-17,32.55,20.74
2023-04-18,33.65,20.34
2023-04-19,34.2,19.59
2023-04-20,34.75,20.43
2023-04-21,29.33,22.33
2023-04-22,28.6,21.46
2023-04-23,30.58,21.84
2023-04-24,32.3,21.05
2023-04-25,35.15,20.91
2023-04-26,33.95,21.78
2023-04-27,34.55,22.59
2023-04-28,34.07,23.27
2023-04-29,32.54,23.37
2023-04-30,33.67,23.33
2023-05-01,36.11,23.21
2023-05-02,37.06,22.01
2023-05-03,35.88,21.31
2023-05-04,35.47,21.18
2023-05-05,36.08,21.66
2023-05-06,34.87,20.91
2023-05-07,35.12,22.52
2023-05-08,33.68,23.26
2023-05-09,34.32,24.56
2023-05-10,31.16,23.55
2023-05-11,34.31,21.61
2023-05-12,34.15,23.31
2023-05-13,30.29,23.54
2023-05-14,27.19,23.15
2023-05-15,32.34,22.37
2023-05-16,33.06,22.86
2023-05-17,31.43,23.4
2023-05-18,31.71,22.06
2023-05-19,32.86,23.03
2023-05-20,31.91,23.37
2023-05-21,28.43,22.09
2023-05-22,27.83,22.06
2023-05-23,33.2,21.45
2023-05-24,34.33,22.69
2023-05-25,32.29,23.64
2023-05-26,32.91,22.25
2023-05-27,33.48,22.6
2023-05-28,32.58,23.03
2023-05-29,32.86,21.68
2023-05-30,29.05,22.73
2023-05-31,34.61,21.06
2023-06-01,32.08,22.96
2023-06-02,31.39,22.67
2023-06-03,34.99,22.35
2023-06-04,34.81,22.53
2023-06-05,33.03,22.93
2023-06-06,33.11,21.69
2023-06-07,33.53,21.84
2023-06-08,32.79,23.23
2023-06-09,33.88,22.28
2023-06-10,33.68,22.63
2023-06-11,34.55,23.04
2023-06-12,32.86,23.58
2023-06-13,33.4,23.04
2023-06-14,33.98,23.65
2023-06-15,32.64,22.81
2023-06-16,33.22,22.18
2023-06-17,32.07,22.03
2023-06-18,30.15,21.85
2023-06-19,32.11,21.16
2023-06-20,33.63,21.87
2023-06-21,34.42,22.52
2023-06-22,31.5,23.24
2023-06-23,34.01,23.28
2023-06-24,32.06,23.01
2023-06-25,34.4,21.63
2023-06-26,34.5,23.24
2023-06-27,32.24,23.28
2023-06-28,32.15,23.12
2023-06-29,33.04,22.53
2023-06-30,32.13,22.66
2023-07-01,31.38,21.92
2023-07-02,32.5,22.16
2023-07-03,34.64,23.28
2023-07-04,33.77,21.65
2023-07-05,33.02,23.01
2023-07-06,34.58,22.29
2023-07-07,35.31,22.21
2023-07-08,31.66,23.22
2023-07-09,33.61,22.28
2023-07-10,33.55,23.12
2023-07-11,27.64,22.28
2023-07-12,30.53,21.9
2023-07-13,32.35,22.29
2023-07-14,30.43,22.91
2023-07-15,31.14,22.24
2023-07-16,32.38,22.29
2023-07-17,29.71,22.47
2023-07-18,30.96,21.53
2023-07-19,30.88,21.77
2023-07-20,30.22,22.33
2023-07-21,30.4,21.42
2023-07-22,30.84,21.3
2023-07-23,30.5,21.85
2023-07-24,32.85,22.18
2023-07-25,32.23,22.31
2023-07-26,30.75,23.15
2023-07-27,31.73,22.28
2023-07-28,32.26,22.9
2023-07-29,28.52,22.84
2023-07-30,32.19,21.35
2023-07-31,32.49,21.95
2023-08-01,31.88,21.97
2023-08-02,33.02,21.32
2023-08-03,34.54,22.09
2023-08-04,33.8,21.84
2023-08-05,34.86,22.0
2023-08-06,34.33,22.9
2023-08-07,33.47,23.31
2023-08-08,32.51,23.03
2023-08-09,31.96,22.66
2023-08-10,30.05,23.13
2023-08-11,34.24,21.66
2023-08-12,33.31,22.45
2023-08-13,32.16,22.17
2023-08-14,33.18,22.92
2023-08-15,33.14,22.95
2023-08-16,31.07,22.8
2023-08-17,35.58,21.3
2023-08-18,34.63,22.9
2023-08-19,35.08,22.84
2023-08-20,33.76,23.34
2023-08-21,31.32,23.18
2023-08-22,35.33,22.21
2023-08-23,34.48,23.08
2023-08-24,33.82,22.76
2023-08-25,33.96,23.64
2023-08-26,31.43,24.2
2023-08-27,34.33,21.81
2023-08-28,33.63,21.35
2023-08-29,33.44,22.39
2023-08-30,31.97,23.72
2023-08-31,33.42,21.71
2023-09-01,32.26,22.73
2023-09-02,32.78,23.29
2023-09-03,32.17,22.48
2023-09-04,34.9,22.92
2023-09-05,34.9,22.8
2023-09-06,33.86,22.79
2023-09-07,32.7,22.84
2023-09-08,31.88,22.88
2023-09-09,34.0,22.03
2023-09-10,35.98,22.72
2023-09-11,34.55,23.79
2023-09-12,35.67,23.1
2023-09-13,35.42,22.74
2023-09-14,34.05,22.87
2023-09-15,32.78,23.57
2023-09-16,32.87,23.11
2023-09-17,34.08,23.01
2023-09-18,34.49,22.62
2023-09-19,32.43,22.81
2023-09-20,35.96,22.48
2023-09-21,34.94,23.48
2023-09-22,31.04,23.98
2023-09-23,34.31,22.33
2023-09-24,33.11,23.18
2023-09-25,32.58,22.97
2023-09-26,34.74,23.27
2023-09-27,36.78,23.11
2023-09-28,33.22,24.13
2023-09-29,36.69,23.16
2023-09-30,35.0,24.21
2023-10-01,36.64,23.24
2023-10-02,37.13,24.38
2023-10-03,36.28,23.92
2023-10-04,34.33,24.52
2023-10-05,33.36,23.4
2023-10-06,37.44,22.7
2023-10-07,28.85,23.78
2023-10-08,35.01,22.67
2023-10-09,35.78,23.61
2023-10-10,34.0,24.61
2023-10-11,35.96,23.61
2023-10-12,35.76,23.77
2023-10-13,34.8,23.33
2023-10-14,36.19,23.38
2023-10-15,31.24,23.26
2023-10-16,36.11,22.73
2023-10-17,34.14,23.31
2023-10-18,35.04,22.77
2023-10-19,34.53,23.04
2023-10-20,33.79,23.36
2023-10-21,32.15,22.55
2023-10-22,28.9,22.07
2023-10-23,31.08,22.05
2023-10-24,33.49,21.83
2023-10-25,30.69,22.6
2023-10-26,29.0,21.49
2023-10-27,30.39,20.51
2023-10-28,31.07,21.2
2023-10-29,28.96,21.37
2023-10-30,30.33,21.55
2023-10-31,28.42,21.43
2023-11-01,26.82,21.32
2023-11-02,26.14,20.15
2023-11-03,25.87,19.76
2023-11-04,26.3,19.39
2023-11-05,28.97,19.56
2023-11-06,26.46,21.34
2023-11-07,27.8,21.17
2023-11-08,29.1,20.53
2023-11-09,28.86,21.12
2023-11-10,28.34,22.0
2023-11-11,27.34,21.99
2023-11-12,28.43,21.31
2023-11-13,28.5,21.86
2023-11-14,28.42,21.85
2023-11-15,29.24,21.2
2023-11-16,29.93,20.87
2023-11-17,29.79,21.78
2023-11-18,30.97,21.36
2023-11-19,29.64,22.05
2023-11-20,28.83,21.52
2023-11-21,31.09,20.99
2023-11-22,31.48,20.62
2023-11-23,32.21,20.38
2023-11-24,30.27,21.83
2023-11-25,30.99,20.79
2023-11-26,31.28,20.77
2023-11-27,30.65,21.13
2023-11-28,31.37,20.83
2023-11-29,30.55,21.21
2023-11-30,30.95,20.33
2023-12-01,30.9,19.56
2023-12-02,30.83,19.42
2023-12-03,31.54,19.94
2023-12-04,31.17,20.15
2023-12-05,31.52,20.66
2023-12-06,30.77,20.42
2023-12-07,29.88,20.62
2023-12-08,29.94,20.39
2023-12-09,30.14,20.52
2023-12-10,28.91,21.27
2023-12-11,29.96,20.4
2023-12-12,31.51,20.23
2023-12-13,31.02,20.11
2023-12-14,30.55,20.31
2023-12-15,30.79,20.56
2023-12-16,31.01,21.63
2023-12-17,31.57,21.4
2023-12-18,31.86,20.64
2023-12-19,33.42,21.2
2023-12-20,32.32,20.4
2023-12-21,31.4,19.35
2023-12-22,31.4,20.73
2023-12-23,31.06,21.44
2023-12-24,30.49,21.49
2023-12-25,31.25,21.14
2023-12-26,31.26,21.57
2023-12-27,30.39,21.37
2023-12-28,29.93,20.54
2023-12-29,30.92,20.43
2023-12-30,30.43,20.53
2023-12-31,31.56,19.59
2024-01-01,30.4,19.83
2024-01-02,32.12,19.51
2024-01-03,32.12,19.38
2024-01-04,31.09,20.6
2024-01-05,31.37,20.36
2024-01-06,31.74,19.88
2024-01-07,31.87,20.18
2024-01-08,29.38,19.45
2024-01-09,31.76,18.53
2024-01-10,33.34,20.39
2024-01-11,32.92,20.54
2024-01-12,32.49,19.91
2024-01-13,32.9,19.29
2024-01-14,33.08,19.06
2024-01-15,32.08,20.41
2024-01-16,32.52,20.2
2024-01-17,32.72,21.18
2024-01-18,32.84,19.81
2024-01-19,33.38,19.05
2024-01-20,33.76,19.8
2024-01-21,33.65,19.59
2024-01-22,32.16,20.03
2024-01-23,32.14,19.3
2024-01-24,32.75,19.02
2024-01-25,32.8,18.63
2024-01-26,31.63,19.51
2024-01-27,33.1,19.4
2024-01-28,32.55,18.35
2024-01-29,33.65,17.71
2024-01-30,35.05,19.42
2024-01-31,33.84,21.27
2024-02-01,31.93,21.36
2024-02-02,31.72,21.29
2024-02-03,31.62,22.25
2024-02-04,31.29,22.64
2024-02-05,33.18,21.85
2024-02-06,33.06,22.49
2024-02-07,34.0,22.02
2024-02-08,32.77,20.98
2024-02-09,33.07,20.27
2024-02-10,33.28,20.6
2024-02-11,34.33,20.27
2024-02-12,34.16,19.44
2024-02-13,34.24,20.87
2024-02-14,33.96,21.26
2024-02-15,33.56,21.93
2024-02-16,35.22,20.81
2024-02-17,34.83,21.29
2024-02-18,35.82,20.83
2024-02-19,35.63,20.6
2024-02-20,35.23,20.86
2024-02-21,34.16,20.46
2024-02-22,33.44,19.66
2024-02-23,34.1,18.83
2024-02-24,34.68,19.29
2024-02-25,34.85,19.31
2024-02-26,31.81,20.56
2024-02-27,33.2,20.42
2024-02-28,33.3,19.32
2024-02-29,33.93,19.29
2024-03-01,33.74,19.75
2024-03-02,33.6,19.7
2024-03-03,34.94,19.02
2024-03-04,34.92,19.84
2024-03-05,35.08,20.61
2024-03-06,35.06,20.55
2024-03-07,35.03,21.59
2024-03-08,36.22,22.74
2024-03-09,37.13,23.85
2024-03-10,36.29,23.0
2024-03-11,36.33,22.13
2024-03-12,35.88,21.67
2024-03-13,35.98,21.4
2024-03-14,36.1,21.32
2024-03-15,35.72,20.77
2024-03-16,36.38,20.93
2024-03-17,36.99,21.35
2024-03-18,36.77,23.13
2024-03-19,36.14,22.6
2024-03-20,37.2,22.13
2024-03-21,35.95,22.03
2024-03-22,35.66,20.56
2024-03-23,37.08,19.63
2024-03-24,36.67,21.66
2024-03-25,36.56,23.59
2024-03-26,37.35,21.21
2024-03-27,35.96,20.64
2024-03-28,34.47,20.8
2024-03-29,36.33,20.75
2024-03-30,36.26,19.22
2024-03-31,34.46,19.45
2024-04-01,34.03,20.34
2024-04-02,33.98,21.91
2024-04-03,33.71,21.74
2024-04-04,34.63,22.54
2024-04-05,36.32,22.83
2024-04-06,35.16,22.91
2024-04-07,35.1,23.57
2024-04-08,35.83,21.79
2024-04-09,35.99,20.48
2024-04-10,37.14,20.68
2024-04-11,36.6,21.16
2024-04-12,37.0,20.5
2024-04-13,35.92,21.35
2024-04-14,35.89,21.28
2024-04-15,36.33,20.84
2024-04-16,36.32,22.42
2024-04-17,32.16,23.75
2024-04-18,31.24,23.18
2024-04-19,33.94,22.72
2024-04-20,32.62,23.43
2024-04-21,32.85,21.93
2024-04-22,32.24,22.65
2024-04-23,35.26,22.08
2024-04-24,35.06,22.03
2024-04-25,34.28,22.58
2024-04-26,32.64,22.45
2024-04-27,33.77,22.25
2024-04-28,33.13,22.03
2024-04-29,31.05,21.14
2024-04-30,33.82,21.15
2024-05-01,33.59,22.42
2024-05-02,31.33,23.58
2024-05-03,28.49,22.73
2024-05-04,31.5,22.01
2024-05-05,28.48,22.42
2024-05-06,32.01,22.1
2024-05-07,33.74,22.46
2024-05-08,32.25,23.14
2024-05-09,33.48,22.6
2024-05-10,34.01,22.56
2024-05-11,33.44,22.58
2024-05-12,32.17,22.31
2024-05-13,34.18,21.97
2024-05-14,33.78,21.98
2024-05-15,34.24,22.64
2024-05-16,32.76,22.97
2024-05-17,34.59,22.69
2024-05-18,30.01,22.72
2024-05-19,30.84,22.41
2024-05-20,32.5,22.16
2024-05-21,29.33,22.21
2024-05-22,31.17,22.09
2024-05-23,31.09,22.87
2024-05-24,33.2,23.58
2024-05-25,35.12,23.37
2024-05-26,29.79,23.44
2024-05-27,30.51,22.55
2024-05-28,31.74,21.69
2024-05-29,32.54,21.65
2024-05-30,32.48,22.32
2024-05-31,30.17,22.47
2024-06-01,31.13,22.21
2024-06-02,32.14,22.79
2024-06-03,28.96,22.66
2024-06-04,29.25,22.49
2024-06-05,32.91,21.31
2024-06-06,29.4,22.7
2024-06-07,32.23,22.05
2024-06-08,30.59,22.66
2024-06-09,30.59,21.37
2024-06-10,27.94,21.88
2024-06-11,31.39,21.54
2024-06-12,31.92,22.59
2024-06-13,33.1,21.33
2024-06-14,30.31,21.96
2024-06-15,30.27,21.65
2024-06-16,31.73,21.28
2024-06-17,29.73,22.07
2024-06-18,30.4,21.32
2024-06-19,30.15,21.66
2024-06-20,31.47,21.68
2024-06-21,27.52,20.84
2024-06-22,33.13,19.8
2024-06-23,30.26,22.16
2024-06-24,28.63,21.41
2024-06-25,30.7,20.76
2024-06-26,31.11,21.34
2024-06-27,32.67,20.3
2024-06-28,34.02,22.31
2024-06-29,32.19,21.91
2024-06-30,30.26,22.08
2024-07-01,30.31,21.46
2024-07-02,29.42,21.43
2024-07-03,31.7,21.73
2024-07-04,32.59,21.88
2024-07-05,29.84,22.44
2024-07-06,30.71,21.82
2024-07-07,31.79,20.77
2024-07-08,29.19,22.18
2024-07-09,31.38,21.76
2024-07-10,32.6,21.9
2024-07-11,33.65,21.85
2024-07-12,31.85,23.11
2024-07-13,30.99,21.71
2024-07-14,31.63,21.06
2024-07-15,32.25,21.24
2024-07-16,31.88,21.34
2024-07-17,31.55,22.04
2024-07-18,31.77,21.76
2024-07-19,32.47,21.2
2024-07-20,33.02,21.29
2024-07-21,33.41,22.48
2024-07-22,29.82,22.58
2024-07-23,30.14,21.16
2024-07-24,28.01,21.15
2024-07-25,32.49,21.57
2024-07-26,31.7,21.13
2024-07-27,31.76,22.19
2024-07-28,33.09,20.96
2024-07-29,32.74,21.84
2024-07-30,28.9,22.16
2024-07-31,30.92,21.34
2024-08-01,32.71,20.75
2024-08-02,31.55,20.98
2024-08-03,33.07,21.96
2024-08-04,32.39,22.51
2024-08-05,32.62,21.77
2024-08-06,32.07,22.9
2024-08-07,33.78,21.11
2024-08-08,35.23,22.7
2024-08-09,36.22,21.46
2024-08-10,29.09,23.4
2024-08-11,32.76,21.79
2024-08-12,33.08,21.66
2024-08-13,30.61,22.09
2024-08-14,33.16,21.32
2024-08-15,33.03,21.84
2024-08-16,34.61,21.65
2024-08-17,32.73,22.1
2024-08-18,34.41,20.78
2024-08-19,35.32,22.04
2024-08-20,35.21,22.16
2024-08-21,35.15,22.52
2024-08-22,35.49,23.09
2024-08-23,33.59,23.29
2024-08-24,34.45,23.22
2024-08-25,31.62,23.33
2024-08-26,34.98,21.38
2024-08-27,33.68,22.32
2024-08-28,30.72,22.64
2024-08-29,34.09,21.52
2024-08-30,34.7,21.49
2024-08-31,33.87,22.62
2024-09-01,34.03,21.98
2024-09-02,34.68,22.06
2024-09-03,33.96,22.42
2024-09-04,33.73,21.69
2024-09-05,30.26,23.01
2024-09-06,32.12,22.27
2024-09-07,31.1,22.08
2024-09-08,32.75,21.79
2024-09-09,32.31,22.71
2024-09-10,34.3,22.6
2024-09-11,35.89,22.62
2024-09-12,33.62,23.3
2024-09-13,28.29,23.53
2024-09-14,33.98,22.1
2024-09-15,33.54,22.68
2024-09-16,33.39,22.35
2024-09-17,32.81,22.82
2024-09-18,33.02,22.53
2024-09-19,32.66,22.03
2024-09-20,30.54,22.65
2024-09-21,33.79,21.86
2024-09-22,33.25,23.17
2024-09-23,29.92,22.65
2024-09-24,31.33,21.61
2024-09-25,29.7,22.48
2024-09-26,29.76,22.24
2024-09-27,31.03,21.72
2024-09-28,32.35,20.99
2024-09-29,30.2,19.64
2024-09-30,33.71,20.03
2024-10-01,34.38,20.44
2024-10-02,35.47,22.13
2024-10-03,34.82,21.98
2024-10-04,33.37,22.53
2024-10-05,34.18,21.9
2024-10-06,32.79,22.93
2024-10-07,32.32,23.07
2024-10-08,31.83,22.93
2024-10-09,28.92,22.93
2024-10-10,31.74,22.19
2024-10-11,33.25,22.45
2024-10-12,32.66,22.44
2024-10-13,30.86,23.08
2024-10-14,29.86,22.71
2024-10-15,33.36,21.84
2024-10-16,31.46,22.22
2024-10-17,30.11,22.59
2024-10-18,33.75,21.5
2024-10-19,33.33,22.53
2024-10-20,35.27,22.78
2024-10-21,31.12,22.93
2024-10-22,34.31,23.07
2024-10-23,32.94,23.78
2024-10-24,35.45,22.3
2024-10-25,33.68,23.32
2024-10-26,34.02,23.6
2024-10-27,34.96,23.19
2024-10-28,33.5,23.53
2024-10-29,31.73,23.67
2024-10-30,33.4,21.41
2024-10-31,34.14,21.87
2024-11-01,28.56,22.97
2024-11-02,32.65,21.6
2024-11-03,33.22,22.37
2024-11-04,32.65,23.08
2024-11-05,33.71,22.48
2024-11-06,33.39,22.55
2024-11-07,34.95,22.02
2024-11-08,32.49,22.69
2024-11-09,31.51,23.05
2024-11-10,33.83,21.87
2024-11-11,33.41,22.57
2024-11-12,32.42,22.87
2024-11-13,31.42,21.88
2024-11-14,31.9,22.2
2024-11-15,29.88,23.03
2024-11-16,32.84,22.78
2024-11-17,34.79,22.41
2024-11-18,34.56,22.37
2024-11-19,33.23,22.23
2024-11-20,34.85,22.63
2024-11-21,31.99,23.46
2024-11-22,32.81,23.08
2024-11-23,32.98,22.56
2024-11-24,32.75,22.55
2024-11-25,34.13,23.04
2024-11-26,32.98,22.97
2024-11-27,32.84,22.8
2024-11-28,32.66,23.09
2024-11-29,34.19,22.05
2024-11-30,32.95,22.89
2024-12-01,32.23,22.92
2024-12-02,34.05,22.37
2024-12-03,34.87,21.58
2024-12-04,34.19,21.66
2024-12-05,33.14,21.17
2024-12-06,33.2,19.91
2024-12-07,33.66,19.43
2024-12-08,32.65,20.45
2024-12-09,34.38,20.69
2024-12-10,33.95,21.02
2024-12-11,34.24,21.03
2024-12-12,32.18,21.24
2024-12-13,33.47,20.23
2024-12-14,32.99,20.06
2024-12-15,34.1,19.73
2024-12-16,32.24,21.78
2024-12-17,34.13,22.7
2024-12-18,34.11,22.24
2024-12-19,34.24,22.51
2024-12-20,32.81,22.43
2024-12-21,34.21,21.87
2024-12-22,33.69,22.13
2024-12-23,33.26,22.21
2024-12-24,32.93,21.0
2024-12-25,33.88,20.85
2024-12-26,33.47,21.19
2024-12-27,33.35,20.73
2024-12-28,33.14,21.54
2024-12-29,34.05,20.42
2024-12-30,33.74,19.63
2024-12-31,33.27,20.42
2025-01-01,33.61,21.13
2025-01-02,33.5,21.11
2025-01-03,31.91,21.78
2025-01-04,31.8,21.82
2025-01-05,32.93,21.91
2025-01-06,31.42,21.06
2025-01-07,34.06,19.95
2025-01-08,34.09,19.53
2025-01-09,33.88,18.69
2025-01-10,33.46,19.62
2025-01-11,34.21,18.51
2025-01-12,34.12,20.01
2025-01-13,33.46,20.03
2025-01-14,33.35,18.54
2025-01-15,32.62,20.17
2025-01-16,32.57,20.43
2025-01-17,32.53,19.28
2025-01-18,33.67,19.58
2025-01-19,33.26,19.96
2025-01-20,33.27,19.81
2025-01-21,32.24,18.67
2025-01-22,33.39,20.22
2025-01-23,33.21,19.27
2025-01-24,31.23,19.63
2025-01-25,32.56,19.8
2025-01-26,32.42,19.12
2025-01-27,32.9,18.59
2025-01-28,32.97,20.99
2025-01-29,34.52,20.44
2025-01-30,32.49,21.75
2025-01-31,33.09,20.76
2025-02-01,32.66,19.37
2025-02-02,31.69,19.59
2025-02-03,33.11,18.92
2025-02-04,32.7,19.83
2025-02-05,32.09,19.81
2025-02-06,33.31,19.3
2025-02-07,32.46,20.16
2025-02-08,30.9,19.63
2025-02-09,32.66,20.29
2025-02-10,32.93,19.84
2025-02-11,31.42,19.71
2025-02-12,32.76,18.7
2025-02-13,33.29,18.7
2025-02-14,31.51,19.37
2025-02-15,31.79,18.63
2025-02-16,32.87,19.14
2025-02-17,33.33,19.81
2025-02-18,32.92,19.43
2025-02-19,34.14,18.71
2025-02-20,34.11,19.63
2025-02-21,33.23,20.39
2025-02-22,33.3,20.55
2025-02-23,32.93,20.41
2025-02-24,33.36,19.69
2025-02-25,34.42,21.03
2025-02-26,34.72,21.82
2025-02-27,34.71,20.31
2025-02-28,32.44,20.68
2025-03-01,33.89,20.58
2025-03-02,34.62,20.44
2025-03-03,34.45,20.65
2025-03-04,34.72,20.19
2025-03-05,32.79,20.96
2025-03-06,33.79,20.61
2025-03-07,35.86,20.19
2025-03-08,35.54,18.8
2025-03-09,35.53,18.9
2025-03-10,35.47,18.5
2025-03-11,35.58,19.46
2025-03-12,35.68,21.0
2025-03-13,34.21,20.62
2025-03-14,35.83,20.12
2025-03-15,33.75,18.86
2025-03-16,35.29,22.28
2025-03-17,35.3,21.64
2025-03-18,30.03,21.8
2025-03-19,28.61,21.41
2025-03-20,33.84,21.15
2025-03-21,35.2,21.81
2025-03-22,35.17,20.96
2025-03-23,33.66,21.21
2025-03-24,34.98,20.02
2025-03-25,35.0,19.91
2025-03-26,36.0,20.28
2025-03-27,35.35,20.58
2025-03-28,34.22,21.22
2025-03-29,34.34,20.42
2025-03-30,34.2,19.75
2025-03-31,34.02,20.68
2025-04-01,32.55,20.73
2025-04-02,34.38,20.93
2025-04-03,32.76,21.23
2025-04-04,31.0,20.21
2025-04-05,33.71,19.58
2025-04-06,31.57,21.45
2025-04-07,29.24,21.84
2025-04-08,32.83,21.33
2025-04-09,32.56,21.53
2025-04-10,35.11,22.84
2025-04-11,33.52,22.98
2025-04-12,36.52,21.61
2025-04-13,36.21,22.21
2025-04-14,37.0,21.14
2025-04-15,35.77,20.95
2025-04-16,36.97,21.4
2025-04-17,36.29,22.14
2025-04-18,33.68,23.63
2025-04-19,31.98,22.75
2025-04-20,33.54,22.49
2025-04-21,29.96,22.06
2025-04-22,29.53,21.44
2025-04-23,31.34,21.3
2025-04-24,30.23,22.46
2025-04-25,30.99,21.56
2025-04-26,29.3,22.34
2025-04-27,35.28,21.76
2025-04-28,34.49,22.54
2025-04-29,33.25,22.58
2025-04-30,32.22,22.38
2025-05-01,31.11,23.19
2025-05-02,33.74,22.5
2025-05-03,30.4,22.93
2025-05-04,34.38,21.63
2025-05-05,31.42,22.49
2025-05-06,30.74,22.29
2025-05-07,34.66,20.75
2025-05-08,31.52,21.55
2025-05-09,33.19,21.58
2025-05-10,34.3,22.76
2025-05-11,33.15,23.39
2025-05-12,32.87,22.24
2025-05-13,34.53,22.48
2025-05-14,29.35,23.15
2025-05-15,27.89,22.14
2025-05-16,28.98,21.68
2025-05-17,31.21,22.61
2025-05-18,30.96,21.94
2025-05-19,34.09,20.72
2025-05-20,31.23,22.6
2025-05-21,30.67,21.66
2025-05-22,32.69,22.52
2025-05-23,33.44,22.49
2025-05-24,34.99,22.97
2025-05-25,34.35,22.85
2025-05-26,31.37,22.92
2025-05-27,30.21,22.81
2025-05-28,35.15,22.05
2025-05-29,33.82,22.33
2025-05-30,31.32,23.36
2025-05-31,30.68,22.84
2025-06-01,32.03,22.79
2025-06-02,26.27,21.32
2025-06-03,29.39,20.06
2025-06-04,30.07,19.85
2025-06-05,30.39,20.9
2025-06-06,29.09,21.2
2025-06-07,30.04,21.81
2025-06-08,31.31,21.56
2025-06-09,29.85,21.54
2025-06-10,28.02,21.39
2025-06-11,27.07,21.07
2025-06-12,29.14,20.32
2025-06-13,28.62,20.79
2025-06-14,28.97,21.11
2025-06-15,30.31,20.71
